Update 1155/1200 | return 166.8073 | 6.4s
Update 1156/1200 | return 167.3695 | 5.8s
Update 1157/1200 | return 167.5430 | 6.1s
Update 1158/1200 | return 166.9022 | 6.3s
Update 1159/1200 | return 166.5960 | 5.8s
Update 1160/1200 | return 166.7958 | 5.9s
Update 1161/1200 | return 167.3968 | 5.8s
Update 1162/1200 | return 167.3458 | 5.7s
Update 1163/1200 | return 167.5075 | 6.0s
Update 1164/1200 | return 167.8132 | 5.8s
Update 1165/1200 | return 167.3686 | 6.0s
Update 1166/1200 | return 167.7235 | 6.4s
Update 1167/1200 | return 167.9551 | 6.0s
Update 1168/1200 | return 168.2687 | 6.3s
Update 1169/1200 | return 167.7734 | 6.3s
Update 1170/1200 | return 168.0928 | 5.7s
Update 1171/1200 | return 168.6913 | 6.5s
Update 1172/1200 | return 168.1879 | 6.0s
Update 1173/1200 | return 168.3395 | 5.8s
Update 1174/1200 | return 168.7880 | 6.4s
Update 1175/1200 | return 169.0646 | 6.4s
Update 1176/1200 | return 168.5924 | 6.4s
Update 1177/1200 | return 168.7210 | 6.4s
Update 1178/1200 | return 168.6564 | 6.5s
Update 1179/1200 | return 168.5943 | 6.2s
Update 1180/1200 | return 168.7590 | 6.0s
Update 1181/1200 | return 168.4453 | 5.9s
Update 1182/1200 | return 168.9386 | 5.8s
Update 1183/1200 | return 169.3922 | 6.2s
Update 1184/1200 | return 168.9247 | 6.3s
Update 1185/1200 | return 169.5374 | 6.0s
Update 1186/1200 | return 168.9888 | 5.9s
Update 1187/1200 | return 168.6264 | 5.8s
Update 1188/1200 | return 168.4741 | 5.9s
Update 1189/1200 | return 168.4120 | 6.0s
Update 1190/1200 | return 168.7718 | 5.6s
Update 1191/1200 | return 168.3504 | 6.1s
Update 1192/1200 | return 169.0245 | 6.3s
Update 1193/1200 | return 168.6997 | 6.2s
Update 1194/1200 | return 168.6595 | 6.0s
Update 1195/1200 | return 168.5336 | 5.9s
Update 1196/1200 | return 168.7470 | 5.9s
Update 1197/1200 | return 167.5584 | 5.9s
Update 1198/1200 | return 168.0762 | 5.9s
Update 1199/1200 | return 168.1010 | 5.8s
Update 1200/1200 | return 168.0034 | 6.0s
Completed 1200 updates; artifacts saved to /workplace/adelella/adelella/MCIBConceptDrift/vanilla-policy-gradient/results/fisher_log_barrier/swimmer/16x16/seed_24_reward_only
