experiment,method,initialization,n,beta,metric,mean_paired_difference,ci_lower,ci_upper,n_pairs
main,full_pooled_fisher_oracle,adverse,32,0.01,pi1_a0,0.02923651347906725,0.02899801678436467,0.02947501017376983,20
main,detached_conditional_sampled,adverse,32,0.01,population_return,-0.013465309380856504,-0.013517294442244813,-0.013413324319468196,20
main,detached_conditional_sampled,adverse,32,0.01,q,0.00830502844995957,0.008252971226166002,0.008357085673753139,20
main,detached_conditional_sampled,adverse,32,0.01,pi1_a0,0.00037658900744582513,0.00030244504305452716,0.0004507329718371231,20
main,detached_conditional_oracle,adverse,32,0.1,population_return,-0.08925324729132514,-0.09082817444378906,-0.08767832013886122,20
main,detached_conditional_oracle,adverse,32,0.1,q,0.2478133029242763,0.24333310002503672,0.2522935058235159,20
main,detached_conditional_oracle,adverse,32,0.1,pi1_a0,0.2960601202141051,0.2863797652586656,0.3057404751695446,20
main,complete_weighted_oracle,adverse,32,0.1,population_return,-0.1035395352327599,-0.10436596959614151,-0.10271310086937828,20
main,complete_weighted_oracle,adverse,32,0.1,q,0.23083470829592695,0.2276639220770164,0.2340054945148375,20
main,complete_weighted_oracle,adverse,32,0.1,pi1_a0,0.22019963205583082,0.21371874583436373,0.2266805182772979,20
main,uniform_action_oracle,adverse,32,0.1,population_return,0.08444398191192404,0.07528285336433625,0.09360511045951182,20
main,uniform_action_oracle,adverse,32,0.1,q,0.5481519598146389,0.5315501813438901,0.5647537382853878,20
main,uniform_action_oracle,adverse,32,0.1,pi1_a0,0.6913752909695166,0.6817531502746315,0.7009974316644016,20
main,visitation_only_oracle,adverse,32,0.1,population_return,-0.07167975569443416,-0.0719581316364667,-0.07140137975240163,20
main,visitation_only_oracle,adverse,32,0.1,q,0.189989410097164,0.1892209354219392,0.19075788477238878,20
main,visitation_only_oracle,adverse,32,0.1,pi1_a0,0.0011266747861779108,0.0009291151555969226,0.001324234416758899,20
main,full_pooled_fisher_oracle,adverse,32,0.1,population_return,0.2944877685134231,0.29325774872310234,0.2957177883037439,20
main,full_pooled_fisher_oracle,adverse,32,0.1,q,0.8283274784030408,0.8265593168177721,0.8300956399883095,20
main,full_pooled_fisher_oracle,adverse,32,0.1,pi1_a0,0.8503351697122404,0.8496571596955409,0.85101317972894,20
main,detached_conditional_sampled,adverse,32,0.1,population_return,-0.09075464639836671,-0.0922646315938554,-0.08924466120287802,20
main,detached_conditional_sampled,adverse,32,0.1,q,0.24577191108684468,0.24156658064621264,0.24997724152747672,20
main,detached_conditional_sampled,adverse,32,0.1,pi1_a0,0.287862105909097,0.27840724624332075,0.29731696557487325,20
main,detached_conditional_oracle,adverse,32,0.2,population_return,0.10512291627955077,0.10296125180967801,0.10728458074942353,20
main,detached_conditional_oracle,adverse,32,0.2,q,0.5984198412877361,0.5943547336671151,0.602484948908357,20
main,detached_conditional_oracle,adverse,32,0.2,pi1_a0,0.7338255422190172,0.732361054463034,0.7352900299750004,20
main,complete_weighted_oracle,adverse,32,0.2,population_return,0.07979500784533508,0.07707793157008822,0.08251208412058195,20
main,complete_weighted_oracle,adverse,32,0.2,q,0.5491606141783234,0.5439864700518153,0.5543347583048315,20
main,complete_weighted_oracle,adverse,32,0.2,pi1_a0,0.7222139602263175,0.7201499552005789,0.724277965252056,20
main,uniform_action_oracle,adverse,32,0.2,population_return,0.09596917016486572,0.09405802572360739,0.09788031460612406,20
main,uniform_action_oracle,adverse,32,0.2,q,0.6222402808811885,0.6186984520783326,0.6257821096840445,20
main,uniform_action_oracle,adverse,32,0.2,pi1_a0,0.6873176638591427,0.6855849828691032,0.6890503448491823,20
main,visitation_only_oracle,adverse,32,0.2,population_return,-0.10972341981626807,-0.11032710249331022,-0.10911973713922592,20
main,visitation_only_oracle,adverse,32,0.2,q,0.31943093910440024,0.3175487202380615,0.32131315797073895,20
main,visitation_only_oracle,adverse,32,0.2,pi1_a0,0.0038416500427970062,0.0033418425529384115,0.004341457532655601,20
main,full_pooled_fisher_oracle,adverse,32,0.2,population_return,0.13102675464710473,0.12892790848131108,0.13312560081289837,20
main,full_pooled_fisher_oracle,adverse,32,0.2,q,0.6772181337604707,0.6737777228233915,0.6806585446975498,20
main,full_pooled_fisher_oracle,adverse,32,0.2,pi1_a0,0.7124346483626057,0.7107324383588921,0.7141368583663193,20
main,detached_conditional_sampled,adverse,32,0.2,population_return,0.10504225703013907,0.10287598828011807,0.10720852578016007,20
main,detached_conditional_sampled,adverse,32,0.2,q,0.5977328195081788,0.5933888483780916,0.602076790638266,20
main,detached_conditional_sampled,adverse,32,0.2,pi1_a0,0.7343857108447064,0.7330310594181753,0.7357403622712375,20
main,detached_conditional_oracle,adverse,128,0.01,population_return,-0.013473521048367704,-0.013494290745564231,-0.013452751351171178,20
main,detached_conditional_oracle,adverse,128,0.01,q,0.008320750233050133,0.008300607798803171,0.008340892667297095,20
main,detached_conditional_oracle,adverse,128,0.01,pi1_a0,0.00043189073699683583,0.00039412772112795984,0.00046965375286571183,20
main,complete_weighted_oracle,adverse,128,0.01,population_return,-0.013587254349776774,-0.013608036843199448,-0.013566471856354099,20
main,complete_weighted_oracle,adverse,128,0.01,q,0.008453377797589739,0.00843326182277862,0.008473493772400857,20
main,complete_weighted_oracle,adverse,128,0.01,pi1_a0,0.00043414392477286024,0.0003946515765087427,0.0004736362730369778,20
main,uniform_action_oracle,adverse,128,0.01,population_return,-0.005992535473422514,-0.00601099408627588,-0.005974076860569148,20
main,uniform_action_oracle,adverse,128,0.01,q,0.0029335841960759323,0.0029198640728895636,0.002947304319262301,20
main,uniform_action_oracle,adverse,128,0.01,pi1_a0,0.028783715702833845,0.028698903818833037,0.028868527586834652,20
main,visitation_only_oracle,adverse,128,0.01,population_return,-0.006509646585331386,-0.006530910634272396,-0.006488382536390376,20
main,visitation_only_oracle,adverse,128,0.01,q,0.005523933855850365,0.00550210670403349,0.005545761007667241,20
main,visitation_only_oracle,adverse,128,0.01,pi1_a0,1.9949954147205698e-05,-1.982188436709728e-05,5.9721792661508676e-05,20
main,full_pooled_fisher_oracle,adverse,128,0.01,population_return,-0.014305941495668903,-0.014337216301945234,-0.014274666689392571,20
main,full_pooled_fisher_oracle,adverse,128,0.01,q,0.01320294424192954,0.013167040848440255,0.013238847635418825,20
main,full_pooled_fisher_oracle,adverse,128,0.01,pi1_a0,0.02931722936017008,0.029189079973305262,0.0294453787470349,20
main,detached_conditional_sampled,adverse,128,0.01,population_return,-0.013472714863869636,-0.01349236885372967,-0.013453060874009602,20
main,detached_conditional_sampled,adverse,128,0.01,q,0.008320039783173834,0.008300873553082904,0.008339206013264764,20
main,detached_conditional_sampled,adverse,128,0.01,pi1_a0,0.0004325399442273078,0.0003945320110672273,0.0004705478773873883,20
main,detached_conditional_oracle,adverse,128,0.1,population_return,-0.08927254870328047,-0.09012386450336761,-0.08842123290319333,20
main,detached_conditional_oracle,adverse,128,0.1,q,0.24749697314151145,0.24561809890754288,0.24937584737548002,20
main,detached_conditional_oracle,adverse,128,0.1,pi1_a0,0.29645784073498627,0.29162611509781705,0.3012895663721555,20
main,complete_weighted_oracle,adverse,128,0.1,population_return,-0.10395744270497395,-0.104440654286599,-0.1034742311233489,20
main,complete_weighted_oracle,adverse,128,0.1,q,0.22950543351546523,0.2282977448698061,0.23071312216112436,20
main,complete_weighted_oracle,adverse,128,0.1,pi1_a0,0.2171190354643652,0.21388055380781662,0.22035751712091378,20
main,uniform_action_oracle,adverse,128,0.1,population_return,0.07856312525840585,0.07173668154425604,0.08538956897255566,20
main,uniform_action_oracle,adverse,128,0.1,q,0.5369339500358621,0.5243011840819041,0.5495667159898201,20
main,uniform_action_oracle,adverse,128,0.1,pi1_a0,0.6862323142260741,0.6793340354261702,0.693130593025978,20
main,visitation_only_oracle,adverse,128,0.1,population_return,-0.07175807999705718,-0.072015511266947,-0.07150064872716735,20
main,visitation_only_oracle,adverse,128,0.1,q,0.19024852341484208,0.18949892115063288,0.19099812567905128,20
main,visitation_only_oracle,adverse,128,0.1,pi1_a0,0.0013337655747633196,0.0011480798629290748,0.0015194512865975645,20
main,full_pooled_fisher_oracle,adverse,128,0.1,population_return,0.2941297155072272,0.29337746488633093,0.2948819661281235,20
main,full_pooled_fisher_oracle,adverse,128,0.1,q,0.8275543008352104,0.8265262839415658,0.828582317728855,20
main,full_pooled_fisher_oracle,adverse,128,0.1,pi1_a0,0.8503116871494354,0.8499050298770403,0.8507183444218305,20
main,detached_conditional_sampled,adverse,128,0.1,population_return,-0.08952943890687134,-0.0903269084128076,-0.08873196940093508,20
main,detached_conditional_sampled,adverse,128,0.1,q,0.24718982348180848,0.24533487055928943,0.24904477640432754,20
main,detached_conditional_sampled,adverse,128,0.1,pi1_a0,0.2950985226103828,0.29045571580245244,0.2997413294183131,20
main,detached_conditional_oracle,adverse,128,0.2,population_return,0.10356383630263419,0.10212882540293484,0.10499884720233353,20
main,detached_conditional_oracle,adverse,128,0.2,q,0.5955607036013898,0.5931650346863964,0.5979563725163832,20
main,detached_conditional_oracle,adverse,128,0.2,pi1_a0,0.7328396312069815,0.7317398591531304,0.7339394032608325,20
main,complete_weighted_oracle,adverse,128,0.2,population_return,0.07887656007844268,0.07715960281058795,0.08059351734629741,20
main,complete_weighted_oracle,adverse,128,0.2,q,0.5472384855293717,0.5441161364322056,0.5503608346265378,20
main,complete_weighted_oracle,adverse,128,0.2,pi1_a0,0.7217010143562188,0.7203506360353719,0.7230513926770658,20
main,uniform_action_oracle,adverse,128,0.2,population_return,0.09447605539708806,0.09277093527019951,0.0961811755239766,20
main,uniform_action_oracle,adverse,128,0.2,q,0.6194142974517101,0.6166137960019928,0.6222147989014273,20
main,uniform_action_oracle,adverse,128,0.2,pi1_a0,0.6860523813390651,0.6844264384751482,0.687678324202982,20
main,visitation_only_oracle,adverse,128,0.2,population_return,-0.10966818544744153,-0.10997946093244361,-0.10935690996243945,20
main,visitation_only_oracle,adverse,128,0.2,q,0.319163226723991,0.31819021652328044,0.32013623692470156,20
main,visitation_only_oracle,adverse,128,0.2,pi1_a0,0.00367271801745712,0.003300580586483152,0.004044855448431088,20
main,full_pooled_fisher_oracle,adverse,128,0.2,population_return,0.129821147514431,0.1285653948938284,0.1310769001350336,20
main,full_pooled_fisher_oracle,adverse,128,0.2,q,0.6752712620496222,0.6733221819210964,0.677220342178148,20
main,full_pooled_fisher_oracle,adverse,128,0.2,pi1_a0,0.711501180452943,0.7104094182363332,0.7125929426695528,20
main,detached_conditional_sampled,adverse,128,0.2,population_return,0.10362273905258268,0.10222989419670761,0.10501558390845775,20
main,detached_conditional_sampled,adverse,128,0.2,q,0.5954364269109319,0.5929670289219496,0.5979058248999142,20
main,detached_conditional_sampled,adverse,128,0.2,pi1_a0,0.7330888056516658,0.7320789604563713,0.7340986508469602,20
gaussian,detached_conditional_oracle,adverse,32,0.1,population_return,-0.08951475746956719,-0.09181565690988988,-0.0872138580292445,20
gaussian,detached_conditional_oracle,adverse,32,0.1,q,0.24693487784964568,0.23811659996180973,0.25575315573748164,20
gaussian,detached_conditional_oracle,adverse,32,0.1,pi1_a0,0.2910152022355571,0.2757512550670922,0.306279149404022,20
gaussian,complete_weighted_oracle,adverse,32,0.1,population_return,-0.10301292655778194,-0.10448447263954166,-0.10154138047602221,20
gaussian,complete_weighted_oracle,adverse,32,0.1,q,0.23106592477616683,0.2235373103285838,0.23859453922374987,20
gaussian,complete_weighted_oracle,adverse,32,0.1,pi1_a0,0.22065711884131517,0.2089435292618978,0.23237070842073254,20
gaussian,uniform_action_oracle,adverse,32,0.1,population_return,0.0820289925946264,0.06477808617592966,0.09927989901332314,20
gaussian,uniform_action_oracle,adverse,32,0.1,q,0.5379905109591574,0.5055384085624074,0.5704426133559074,20
gaussian,uniform_action_oracle,adverse,32,0.1,pi1_a0,0.688534239402032,0.6725798029647205,0.7044886758393434,20
gaussian,visitation_only_oracle,adverse,32,0.1,population_return,-0.0713028165752156,-0.07295152760917797,-0.06965410554125323,20
gaussian,visitation_only_oracle,adverse,32,0.1,q,0.18918183250154372,0.18444569840114575,0.1939179666019417,20
gaussian,visitation_only_oracle,adverse,32,0.1,pi1_a0,0.0010795958509839786,0.0005588157963656,0.0016003759056023572,20
gaussian,full_pooled_fisher_oracle,adverse,32,0.1,population_return,0.2963945915881482,0.2931494567006796,0.29963972647561676,20
gaussian,full_pooled_fisher_oracle,adverse,32,0.1,q,0.831011459821798,0.8263991556915692,0.8356237639520269,20
gaussian,full_pooled_fisher_oracle,adverse,32,0.1,pi1_a0,0.8513208875098174,0.8490108712616314,0.8536309037580033,20
gaussian,detached_conditional_sampled,adverse,32,0.1,population_return,-0.09082863691043723,-0.09316772698027673,-0.08848954684059773,20
gaussian,detached_conditional_sampled,adverse,32,0.1,q,0.24501858178173888,0.2361491062360097,0.25388805732746805,20
gaussian,detached_conditional_sampled,adverse,32,0.1,pi1_a0,0.28353906752234576,0.26775715701716896,0.29932097802752256,20
processed,detached_conditional_oracle,adverse,128,0.1,population_return,-0.02055205492606055,-0.020726135137160144,-0.02037797471496096,20
processed,detached_conditional_oracle,adverse,128,0.1,q,0.03371100258107522,0.03329840766938108,0.03412359749276936,20
processed,detached_conditional_oracle,adverse,128,0.1,pi1_a0,0.02526913351377249,0.024087196722004794,0.026451070305540184,20
processed,complete_weighted_oracle,adverse,128,0.1,population_return,-0.02173454497450568,-0.021946071804003892,-0.021523018145007466,20
processed,complete_weighted_oracle,adverse,128,0.1,q,0.03677499912459548,0.036263048982580835,0.03728694926661013,20
processed,complete_weighted_oracle,adverse,128,0.1,pi1_a0,0.027305046202125142,0.025796463575973212,0.028813628828277073,20
processed,uniform_action_oracle,adverse,128,0.1,population_return,0.33002104621104367,0.30813293797406255,0.3519091544480248,20
processed,uniform_action_oracle,adverse,128,0.1,q,0.840977230865288,0.8099082047004551,0.8720462570301208,20
processed,uniform_action_oracle,adverse,128,0.1,pi1_a0,0.8818728945395151,0.8691463010586102,0.89459948802042,20
processed,visitation_only_oracle,adverse,128,0.1,population_return,-0.007569078722801289,-0.007673087144550897,-0.007465070301051682,20
processed,visitation_only_oracle,adverse,128,0.1,q,0.020208515574750837,0.019903826015126237,0.020513205134375437,20
processed,visitation_only_oracle,adverse,128,0.1,pi1_a0,0.00410189394863599,0.0035223686468434153,0.004681419250428564,20
processed,full_pooled_fisher_oracle,adverse,128,0.1,population_return,0.4693221462557398,0.469058030895114,0.46958626161636563,20
processed,full_pooled_fisher_oracle,adverse,128,0.1,q,0.9786858740975941,0.9783341561408152,0.979037592054373,20
processed,full_pooled_fisher_oracle,adverse,128,0.1,pi1_a0,0.965371180936887,0.9651078314829803,0.9656345303907937,20
processed,detached_conditional_sampled,adverse,128,0.1,population_return,-0.020541416978385914,-0.02072043891206432,-0.020362395044707507,20
processed,detached_conditional_sampled,adverse,128,0.1,q,0.03367135791402273,0.03325221427952027,0.03409050154852519,20
processed,detached_conditional_sampled,adverse,128,0.1,pi1_a0,0.02495833039000377,0.02380807003257445,0.02610859074743309,20
