seed,reward_deterministic_return_at_handoff,handoff_deterministic_return_at_handoff,reference_greedy_action_agreement,reference_disagreement_state_count,reference_state_count,reward_reference_entropy_mean,handoff_reference_entropy_mean,reward_reference_entropy_q10,reward_reference_entropy_q50,reward_reference_entropy_q90,handoff_reference_entropy_q10,handoff_reference_entropy_q50,handoff_reference_entropy_q90,reward_reference_margin_mean,handoff_reference_margin_mean,reward_visitation_frequency_of_disagreement_region,handoff_visitation_frequency_of_disagreement_region
514,-84.28125,-83.625,0.90234375,25,256,0.8185575604438782,1.061958909034729,0.5362123847007751,0.8107811212539673,1.0625815391540527,1.0052686929702759,1.0753811597824097,1.0974164009094238,0.4146384596824646,0.12917688488960266,0.07568359375,0.0947265625
515,-83.84375,-78.9375,0.80078125,51,256,0.670272171497345,1.0526533126831055,0.38463449478149414,0.6053154468536377,1.0612362623214722,0.9831437468528748,1.0689244270324707,1.0966612100601196,0.508219838142395,0.15135923027992249,0.1943359375,0.19189453125
516,-81.78125,-88.25,0.890625,28,256,0.5120233297348022,1.057990550994873,0.23890072107315063,0.3805128335952759,0.9808913469314575,0.9940899610519409,1.0715882778167725,1.0954481363296509,0.7061624526977539,0.15757951140403748,0.09033203125,0.10205078125
517,-500.0,-89.78125,0.29296875,181,256,0.981724739074707,1.0752060413360596,0.8246607780456543,0.9978371858596802,1.0942330360412598,1.0417346954345703,1.0839574337005615,1.0962328910827637,0.2874372601509094,0.09566725790500641,0.59716796875,0.6611328125
518,-77.09375,-81.03125,0.8828125,30,256,0.6268712878227234,1.058794379234314,0.30964505672454834,0.5658670663833618,1.0616620779037476,0.9961310029029846,1.0737042427062988,1.0940184593200684,0.6021406650543213,0.1447441279888153,0.083984375,0.08544921875
519,-86.9375,-109.375,0.90234375,25,256,0.6677803993225098,1.0462133884429932,0.3823990821838379,0.5964040160179138,1.0360418558120728,0.9895511865615845,1.0580763816833496,1.0908254384994507,0.5835861563682556,0.18160665035247803,0.08544921875,0.10546875
520,-500.0,-217.71875,0.109375,228,256,1.0631603002548218,1.0514651536941528,1.019264817237854,1.0708625316619873,1.09476900100708,0.986634373664856,1.062826156616211,1.0960193872451782,0.08763009309768677,0.15868288278579712,0.94287109375,0.9365234375
521,-85.46875,-79.96875,0.9296875,18,256,0.6375298500061035,1.057462453842163,0.220016747713089,0.5992014408111572,1.0394301414489746,0.9880768060684204,1.0747190713882446,1.0974462032318115,0.5874139666557312,0.14258061349391937,0.05419921875,0.0498046875
522,-81.9375,-80.71875,0.93359375,17,256,0.6036190986633301,1.065546989440918,0.3201192617416382,0.5427602529525757,0.9633979201316833,1.0121488571166992,1.0784807205200195,1.0977182388305664,0.63311368227005,0.1070331484079361,0.05810546875,0.09814453125
523,-110.65625,-88.71875,0.828125,44,256,0.5901538133621216,1.0663419961929321,0.3428564965724945,0.4551563858985901,1.0190770626068115,1.0213196277618408,1.0760905742645264,1.0956246852874756,0.6342669725418091,0.13439658284187317,0.14111328125,0.15673828125
