initialization,switch_time,metric,mean,ci_lower,ci_upper,median,p05,p95,minimum,maximum,n
uniform,1500,f_ref_logdet,-11.192899438601453,-11.201189892733733,-11.184608984469172,-11.196029778452411,-11.262885050670054,-11.120697724483456,-11.30710593961258,-11.090810764232469,100
uniform,1500,f_ref_condition,8.351668101473251,8.337629349709355,8.365706853237148,8.35179169869554,8.227093588531392,8.473920144833418,8.194237213576999,8.523530758733555,100
uniform,1500,f_ref_eigenvalue_1,0.185336771027732,0.18483301341428904,0.18584052864117495,0.18508167637449208,0.18124761527614539,0.18955786817611003,0.1787855805163463,0.19094374856118956,100
uniform,1500,f_ref_eigenvalue_2,0.12233552538023819,0.1221070741505271,0.12256397660994928,0.12235618280286674,0.12036692538288223,0.12422588051188692,0.11973307093502125,0.12476135425918781,100
uniform,1500,f_ref_eigenvalue_3,0.027377752619345865,0.027313077701020795,0.027442427537670934,0.027346535518698152,0.02686875993121749,0.027935381086252944,0.026458854498337417,0.028168746359464723,100
uniform,1500,f_ref_eigenvalue_4,0.022191262222690654,0.02215031812518512,0.022232206320196186,0.022188105162113923,0.0218850927101355,0.02252294267719179,0.02169045366651521,0.02272840928525462,100
uniform,2000,population_return,0.615263198770617,0.614483740633005,0.6160426569082289,0.6152533848359667,0.6087928964964249,0.6221127817554267,0.6071314884953868,0.6257199898904984,100
uniform,2000,q,0.6185621274464831,0.6168697338721013,0.6202545210208649,0.61857149987075,0.6053456978109719,0.6321315401923917,0.6000122589115972,0.6395148409089315,100
uniform,2000,p_good,0.7639014355152685,0.7634529984207851,0.7643498726097518,0.7638173935935397,0.7601661670906594,0.7677775065011013,0.7582295710259741,0.7689388981484745,100
uniform,2000,v1,0.7888983719132863,0.7885101805763799,0.7892865632501926,0.7888453897890955,0.7856367702559663,0.7923415656859051,0.7840430944864846,0.793289924136982,100
uniform,2000,delta_safe,0.28889837191328616,0.2885101805763798,0.28928656325019253,0.2888453897890955,0.2856367702559663,0.292341565685905,0.28404309448648457,0.29328992413698196,100
uniform,2000,d_explore_j,0.1366940205297598,0.1365728045706765,0.13681523648884308,0.13676182647580515,0.1355910026032495,0.13765109770179973,0.13547416310696314,0.13800640274400064,100
uniform,2000,explore_logit_reward_gradient,0.10738190257582153,0.10730995287236457,0.10745385227927849,0.10738672095342747,0.10679282314201699,0.10793887527079168,0.1065404476825706,0.10812593891773194,100
uniform,2000,reward_gradient_norm,0.15624412341702312,0.1561058901846413,0.15638235664940495,0.15629732859831488,0.15508444229940493,0.15725477946441757,0.15456907918572554,0.1576152269706287,100
uniform,2000,beta_conditional_gradient_norm,0.15512489143426175,0.15449239877582113,0.15575738409270237,0.15509142613370483,0.14983878243638613,0.16043855055738215,0.14851826152282022,0.16324480888119777,100
