initialization,switch_time,continuation,update,metric,mean,ci_lower,ci_upper
uniform,500,sampled,3100,population_return,0.9836815308223811,0.9836586480914234,0.9837044135533387
uniform,500,sampled,3110,population_return,0.9837484910908009,0.9837257803536605,0.9837712018279412
uniform,500,sampled,3120,population_return,0.9838165232269043,0.9837939410310991,0.9838391054227095
uniform,500,sampled,3130,population_return,0.9838834158945153,0.9838609319654029,0.9839058998236277
uniform,500,sampled,3140,population_return,0.9839493075641964,0.9839267232677739,0.983971891860619
uniform,500,sampled,3150,population_return,0.9840145921920426,0.9839922232790024,0.9840369611050828
uniform,500,sampled,3160,population_return,0.9840786844203667,0.9840562849296794,0.984101083911054
uniform,500,sampled,3170,population_return,0.9841439135291385,0.9841216161725539,0.9841662108857232
uniform,500,sampled,3180,population_return,0.9842074213576792,0.9841852265290895,0.984229616186269
uniform,500,sampled,3190,population_return,0.9842689606250629,0.9842470101946434,0.9842909110554823
uniform,500,sampled,3200,population_return,0.9843320821615736,0.9843102588222769,0.9843539055008704
uniform,500,sampled,3210,population_return,0.9843920151631438,0.9843704659326347,0.9844135643936529
uniform,500,sampled,3220,population_return,0.9844542674048856,0.9844327514715673,0.984475783338204
uniform,500,sampled,3230,population_return,0.9845153011188295,0.9844938239359224,0.9845367783017365
uniform,500,sampled,3240,population_return,0.984574381568111,0.9845525872909953,0.9845961758452266
uniform,500,sampled,3250,population_return,0.9846334685420228,0.9846121791293224,0.9846547579547232
uniform,500,sampled,3260,population_return,0.9846924119742333,0.9846712765420816,0.984713547406385
uniform,500,sampled,3270,population_return,0.9847499010707734,0.9847289170091458,0.9847708851324011
uniform,500,sampled,3280,population_return,0.9848093702054878,0.9847885101579096,0.9848302302530659
uniform,500,sampled,3290,population_return,0.9848664000125509,0.9848457992187334,0.9848870008063684
uniform,500,sampled,3300,population_return,0.9849262360367393,0.9849057860337003,0.9849466860397784
uniform,500,sampled,3310,population_return,0.9849834657590663,0.9849632234394725,0.98500370807866
uniform,500,sampled,3320,population_return,0.9850428949116184,0.9850228436411832,0.9850629461820537
uniform,500,sampled,3330,population_return,0.9850997979676706,0.9850796792451445,0.9851199166901966
uniform,500,sampled,3340,population_return,0.9851558909424455,0.985135783948518,0.985175997936373
uniform,500,sampled,3350,population_return,0.9852119973705762,0.9851919619528382,0.9852320327883142
uniform,500,sampled,3360,population_return,0.985267558412002,0.9852475746661156,0.9852875421578884
uniform,500,sampled,3370,population_return,0.9853228402588702,0.9853032180028074,0.985342462514933
uniform,500,sampled,3380,population_return,0.9853785001375583,0.9853590353999926,0.9853979648751241
uniform,500,sampled,3390,population_return,0.9854331403741032,0.9854138740141362,0.9854524067340703
uniform,500,sampled,3400,population_return,0.9854860418116109,0.9854669066560608,0.985505176967161
uniform,500,sampled,3410,population_return,0.9855397880401042,0.9855208003530795,0.9855587757271289
uniform,500,sampled,3420,population_return,0.9855922987704535,0.9855735978279323,0.9856109997129747
uniform,500,sampled,3430,population_return,0.9856450333247372,0.9856264535963319,0.9856636130531424
uniform,500,sampled,3440,population_return,0.9856968778034931,0.9856785764827425,0.9857151791242438
uniform,500,sampled,3450,population_return,0.9857481296060214,0.9857297877469483,0.9857664714650946
uniform,500,sampled,3460,population_return,0.9857996356906844,0.9857812100947128,0.985818061286656
uniform,500,sampled,3470,population_return,0.9858497041405659,0.9858314589095414,0.9858679493715905
uniform,500,sampled,3480,population_return,0.9859011638833024,0.9858830035164973,0.9859193242501075
uniform,500,sampled,3490,population_return,0.98595103691242,0.9859331402249757,0.9859689335998644
uniform,500,sampled,3500,population_return,0.9859998413518505,0.9859818826436679,0.986017800060033
uniform,500,sampled,3510,population_return,0.9860498012298943,0.9860320030524502,0.9860675994073383
uniform,500,sampled,3520,population_return,0.9860987101952335,0.9860810375793038,0.9861163828111633
uniform,500,sampled,3530,population_return,0.9861466204171139,0.9861292231605844,0.9861640176736434
uniform,500,sampled,3540,population_return,0.9861948517357116,0.9861772300486576,0.9862124734227656
uniform,500,sampled,3550,population_return,0.9862434174356571,0.9862260450049886,0.9862607898663257
uniform,500,sampled,3560,population_return,0.9862904405125872,0.9862730271976317,0.9863078538275427
uniform,500,sampled,3570,population_return,0.986338181647712,0.9863208829817139,0.9863554803137101
uniform,500,sampled,3580,population_return,0.9863857318519783,0.98636843361722,0.9864030300867366
uniform,500,sampled,3590,population_return,0.9864316330776574,0.9864143263712454,0.9864489397840693
uniform,500,sampled,3600,population_return,0.9864782531095615,0.9864608415986849,0.9864956646204381
uniform,500,sampled,3610,population_return,0.9865241400543104,0.9865066111858825,0.9865416689227384
uniform,500,sampled,3620,population_return,0.9865707352621821,0.9865530822664307,0.9865883882579335
uniform,500,sampled,3630,population_return,0.9866164494398413,0.9865988508266187,0.9866340480530639
uniform,500,sampled,3640,population_return,0.9866619539771745,0.9866441858802525,0.9866797220740965
