scaling,horizon,handoff_update,initialization,n_trajectories,method,optimizer,seeds,success_rate,success_wilson95_low,success_wilson95_high,final_return_mean,final_return_median,final_q_median,final_pi1_good_median,completed_horizon_rate,last_update_median,last_update_min,collapsed_run_count,collapse_update_median,collapse_at_handoff,fisher_rank_deficient_rate,fisher_min_eigenvalue_p50,step_norm_bound,step_norm_p50,step_norm_p99,step_norm_max,step_over_bound_rate,nonfinite_step_count,target_kl,realized_kl_p50,realized_kl_p99,realized_kl_max
undamped,1000,500,adverse,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4833,0.4833,0.0038,0.0158,1.0,1000,1000,0,,False,1.0,0.000e+00,,,,,,,,,,
undamped,1000,500,adverse,4,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4522,0.4523,0.0433,0.0595,1.0,1000,1000,0,,False,0.963,0.000e+00,,,,,,,,,,
undamped,1000,500,adverse,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3497,0.349,0.2956,0.2563,1.0,1000,1000,0,,False,0.895,0.000e+00,,,,,,,,,,
undamped,1000,500,adverse,4,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.0159,0.0,,,,,,,,,,,,,,,,,
undamped,1000,500,adverse,4,sampled_npg_logbarrier_handoff,npg,100,0.66,0.563,0.745,0.9174,0.9809,0.9855,0.9963,0.01,510,501,99,510,True,0.771,9.695e-20,0.4472,0.253,3.609,7.367e+73,0.1517,0,0.001,2.627e-03,3.799e-02,inf
undamped,1000,500,adverse,4,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6815,0.6872,0.7574,0.8027,1.0,1000,1000,0,,False,0.754,1.455e-19,0.4472,0.2603,1.573,22.6,0.145,0,0.001,2.880e-03,1.844e-02,7.424e+00
undamped,1000,500,adverse,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4833,0.4833,0.0038,0.0159,1.0,1000,1000,0,,False,0.995,0.000e+00,,,,,,,,,,
undamped,1000,500,adverse,32,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4522,0.4522,0.0436,0.0674,1.0,1000,1000,0,,False,0.455,6.114e-05,,,,,,,,,,
undamped,1000,500,adverse,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3588,0.3583,0.3035,0.295,1.0,1000,1000,0,,False,0.24,1.189e-03,,,,,,,,,,
undamped,1000,500,adverse,32,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4981,0.5,0.0,0.0152,0.0,10,10,84,10,False,1.0,0.000e+00,0.4472,6.114,8.41e+21,5.117e+28,0.7738,0,0.001,3.739e-02,inf,inf
undamped,1000,500,adverse,32,sampled_npg_logbarrier_handoff,npg,100,0.87,0.79,0.922,0.977,0.9966,0.9987,0.999,0.0,520,510,100,520,True,0.035,1.108e-02,0.4472,0.1425,1.796,4.414e+73,0.031,0,0.001,1.102e-03,8.655e-03,inf
undamped,1000,500,adverse,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6344,0.6337,0.6503,0.7773,1.0,1000,1000,0,,False,0.01,1.173e-02,0.4472,0.1385,0.4485,0.9305,0.0103,0,0.001,1.088e-03,4.626e-03,1.051e-02
undamped,1000,500,adverse,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4833,0.4833,0.0038,0.0159,1.0,1000,1000,0,,False,0.936,0.000e+00,,,,,,,,,,
undamped,1000,500,adverse,128,sampled_pg_logbarrier_handoff,pg,100,0.0,0.0,0.037,0.4523,0.4523,0.0436,0.0691,1.0,1000,1000,0,,False,0.095,6.983e-04,,,,,,,,,,
undamped,1000,500,adverse,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.3603,0.3602,0.3048,0.3039,1.0,1000,1000,0,,False,0.065,8.268e-03,,,,,,,,,,
undamped,1000,500,adverse,128,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4908,0.4905,0.002,0.0148,0.0,10,10,100,10,False,0.96,0.000e+00,0.4472,0.3411,2.17,3.063,0.22,0,0.001,1.138e-03,2.631e-02,3.071e-02
undamped,1000,500,adverse,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.9764,0.9743,0.967,0.994,0.0,520,520,100,520,True,0.011,1.498e-02,0.4472,0.1337,0.403,2.551e+35,0.0081,0,0.001,1.026e-03,1.980e-03,inf
undamped,1000,500,adverse,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6217,0.6208,0.6254,0.7676,1.0,1000,1000,0,,False,0.001,1.534e-02,0.4472,0.1299,0.2817,0.4383,0.0,0,0.001,1.024e-03,1.685e-03,3.406e-03
undamped,1000,500,uniform,4,sampled_pg_reward_only,pg,100,0.99,0.946,0.998,0.9219,0.9248,0.947,0.9611,1.0,1000,1000,0,,False,0.82,0.000e+00,,,,,,,,,,
undamped,1000,500,uniform,4,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.8954,0.8962,0.9241,0.946,1.0,1000,1000,0,,False,0.763,3.418e-20,,,,,,,,,,
undamped,1000,500,uniform,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5961,0.5972,0.6004,0.7577,1.0,1000,1000,0,,False,0.683,5.218e-19,,,,,,,,,,
undamped,1000,500,uniform,4,sampled_npg_reward_only,npg,100,0.31,0.228,0.406,0.6702,0.5,0.3522,0.7852,0.0,40,10,81,40,False,0.864,0.000e+00,0.4472,0.2177,9.309e+33,1.172e+51,0.2081,0,0.001,1.642e-03,inf,inf
undamped,1000,500,uniform,4,sampled_npg_logbarrier_handoff,npg,100,0.62,0.522,0.709,0.886,0.9722,0.9706,0.9932,0.0,510,420,95,510,True,0.762,1.168e-19,0.4472,0.2529,7.36,1.444e+74,0.1361,0,0.001,2.608e-03,3.608e-02,inf
undamped,1000,500,uniform,4,sampled_npg_logbarrier_fixed,npg,100,0.01,0.002,0.054,0.6652,0.6846,0.7525,0.8025,0.93,1000,420,2,535,False,0.748,1.758e-19,0.4472,0.2584,1.566,3.037e+06,0.1305,0,0.001,2.881e-03,1.639e-02,4.069e+00
undamped,1000,500,uniform,32,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9245,0.9247,0.9469,0.961,1.0,1000,1000,0,,False,0.095,7.535e-03,,,,,,,,,,
undamped,1000,500,uniform,32,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.8942,0.8942,0.9227,0.9452,1.0,1000,1000,0,,False,0.036,1.368e-02,,,,,,,,,,
undamped,1000,500,uniform,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5921,0.5915,0.5946,0.7493,1.0,1000,1000,0,,False,0.003,1.805e-02,,,,,,,,,,
undamped,1000,500,uniform,32,sampled_npg_reward_only,npg,100,0.97,0.915,0.99,0.9845,0.9879,0.9802,0.9989,0.0,40,30,100,40,False,0.489,3.597e-06,0.4472,0.2513,5.947e+07,2.013e+10,0.2105,0,0.001,1.264e-03,inf,inf
undamped,1000,500,uniform,32,sampled_npg_logbarrier_handoff,npg,100,0.87,0.79,0.922,0.977,0.9966,0.9987,0.999,0.0,520,510,100,520,True,0.033,1.129e-02,0.4472,0.1417,1.796,4.414e+73,0.0299,0,0.001,1.097e-03,8.634e-03,inf
undamped,1000,500,uniform,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6344,0.6337,0.6503,0.7773,1.0,1000,1000,0,,False,0.009,1.182e-02,0.4472,0.138,0.4424,0.9305,0.0097,0,0.001,1.086e-03,4.609e-03,1.051e-02
undamped,1000,500,uniform,128,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9245,0.9246,0.9469,0.961,1.0,1000,1000,0,,False,0.001,1.140e-02,,,,,,,,,,
undamped,1000,500,uniform,128,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.8942,0.8942,0.9228,0.945,1.0,1000,1000,0,,False,0.0,1.808e-02,,,,,,,,,,
undamped,1000,500,uniform,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5915,0.5918,0.5966,0.7483,1.0,1000,1000,0,,False,0.0,2.082e-02,,,,,,,,,,
undamped,1000,500,uniform,128,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,0.9809,0.9796,0.9705,0.9964,0.0,40,40,100,40,False,0.186,3.863e-03,0.4472,0.2272,9.287,1.448e+38,0.0929,0,0.001,1.058e-03,2.916e-02,inf
undamped,1000,500,uniform,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.9764,0.9743,0.967,0.994,0.0,520,520,100,520,True,0.01,1.514e-02,0.4472,0.1324,0.4084,2.551e+35,0.0083,0,0.001,1.025e-03,1.954e-03,inf
undamped,1000,500,uniform,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6217,0.6208,0.6254,0.7676,1.0,1000,1000,0,,False,0.0,1.542e-02,0.4472,0.1294,0.2788,0.6522,0.0001,0,0.001,1.023e-03,1.655e-03,4.107e-03
undamped,2000,1000,adverse,4,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4907,0.4907,0.002,0.0159,1.0,2000,2000,0,,False,1.0,0.000e+00,,,,,,,,,,
undamped,2000,1000,adverse,4,sampled_pg_logbarrier_handoff,pg,100,0.26,0.184,0.354,0.683,0.6585,0.5541,0.8361,1.0,2000,2000,0,,False,0.883,0.000e+00,,,,,,,,,,
undamped,2000,1000,adverse,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5955,0.5963,0.5975,0.7554,1.0,2000,2000,0,,False,0.783,0.000e+00,,,,,,,,,,
undamped,2000,1000,adverse,4,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.5,0.5,0.0,0.0159,0.0,,,,,,,,,,,,,,,,,
undamped,2000,1000,adverse,4,sampled_npg_logbarrier_handoff,npg,100,0.7,0.604,0.781,0.9255,0.9862,0.9924,0.9961,0.01,1010,1001,99,1010,True,0.757,1.287e-19,0.4472,0.2603,2.517,3.71e+64,0.1497,0,0.001,2.928e-03,2.356e-02,inf
undamped,2000,1000,adverse,4,sampled_npg_logbarrier_fixed,npg,100,0.01,0.002,0.054,0.6746,0.6767,0.7483,0.8011,0.98,2000,1340,2,1615,False,0.749,1.614e-19,0.4472,0.2647,2.092,6.152e+07,0.1464,0,0.001,2.987e-03,1.527e-02,8.110e+00
undamped,2000,1000,adverse,32,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4907,0.4907,0.002,0.0159,1.0,2000,2000,0,,False,0.997,0.000e+00,,,,,,,,,,
undamped,2000,1000,adverse,32,sampled_pg_logbarrier_handoff,pg,100,0.34,0.255,0.437,0.8366,0.859,0.8745,0.9284,1.0,2000,2000,0,,False,0.144,7.009e-03,,,,,,,,,,
undamped,2000,1000,adverse,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5944,0.5947,0.5985,0.7493,1.0,2000,2000,0,,False,0.122,1.371e-02,,,,,,,,,,
undamped,2000,1000,adverse,32,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4981,0.5,0.0,0.0152,0.0,10,10,84,10,False,1.0,0.000e+00,0.4472,6.114,8.41e+21,5.117e+28,0.7738,0,0.001,3.739e-02,inf,inf
undamped,2000,1000,adverse,32,sampled_npg_logbarrier_handoff,npg,100,0.86,0.779,0.915,0.9751,0.9882,0.9856,0.9984,0.0,1020,1010,100,1020,True,0.021,1.146e-02,0.4472,0.1398,0.5552,2.207e+56,0.0186,0,0.001,1.093e-03,5.141e-03,inf
undamped,2000,1000,adverse,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.635,0.6392,0.644,0.7789,1.0,2000,2000,0,,False,0.009,1.182e-02,0.4472,0.1376,0.4342,0.9305,0.0089,0,0.001,1.077e-03,4.531e-03,1.051e-02
undamped,2000,1000,adverse,128,sampled_pg_reward_only,pg,100,0.0,0.0,0.037,0.4907,0.4907,0.002,0.0159,1.0,2000,2000,0,,False,0.962,0.000e+00,,,,,,,,,,
undamped,2000,1000,adverse,128,sampled_pg_logbarrier_handoff,pg,100,0.4,0.309,0.498,0.8737,0.8791,0.8967,0.9378,1.0,2000,2000,0,,False,0.033,1.139e-02,,,,,,,,,,
undamped,2000,1000,adverse,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.5946,0.5947,0.5978,0.7492,1.0,2000,2000,0,,False,0.033,1.721e-02,,,,,,,,,,
undamped,2000,1000,adverse,128,sampled_npg_reward_only,npg,100,0.0,0.0,0.037,0.4908,0.4905,0.002,0.0148,0.0,10,10,100,10,False,0.96,0.000e+00,0.4472,0.3411,2.17,3.063,0.22,0,0.001,1.138e-03,2.631e-02,3.071e-02
undamped,2000,1000,adverse,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.9775,0.9756,0.9677,0.9943,0.0,1020,1020,100,1020,True,0.006,1.523e-02,0.4472,0.1313,0.342,1.743e+67,0.0052,0,0.001,1.025e-03,1.768e-03,inf
undamped,2000,1000,adverse,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6212,0.6205,0.6274,0.7672,1.0,2000,2000,0,,False,0.0,1.535e-02,0.4472,0.1289,0.2773,0.5014,0.0001,0,0.001,1.022e-03,1.656e-03,3.406e-03
undamped,2000,1000,uniform,4,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9732,0.9735,0.9831,0.9861,1.0,2000,2000,0,,False,0.907,-1.002e-21,,,,,,,,,,
undamped,2000,1000,uniform,4,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.9571,0.9572,0.9714,0.9775,1.0,2000,2000,0,,False,0.805,4.089e-22,,,,,,,,,,
undamped,2000,1000,uniform,4,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.6191,0.62,0.6228,0.7714,1.0,2000,2000,0,,False,0.681,4.814e-19,,,,,,,,,,
undamped,2000,1000,uniform,4,sampled_npg_reward_only,npg,100,0.31,0.228,0.406,0.6702,0.5,0.3522,0.7852,0.0,40,10,81,40,False,0.864,0.000e+00,0.4472,0.2177,9.309e+33,1.172e+51,0.2081,0,0.001,1.642e-03,inf,inf
undamped,2000,1000,uniform,4,sampled_npg_logbarrier_handoff,npg,100,0.65,0.553,0.736,0.8904,0.9777,0.9871,0.993,0.0,1010,420,95,1010,True,0.749,1.690e-19,0.4472,0.2597,3.066,3.71e+64,0.1362,0,0.001,2.934e-03,2.146e-02,inf
undamped,2000,1000,uniform,4,sampled_npg_logbarrier_fixed,npg,100,0.02,0.006,0.07,0.6629,0.6767,0.7471,0.8022,0.91,2000,420,4,995,False,0.745,1.874e-19,0.4472,0.2624,1.767,6.152e+07,0.1306,0,0.001,2.984e-03,1.473e-02,8.110e+00
undamped,2000,1000,uniform,32,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9735,0.9735,0.9831,0.9861,1.0,2000,2000,0,,False,0.401,4.223e-05,,,,,,,,,,
undamped,2000,1000,uniform,32,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.957,0.9571,0.9712,0.9774,1.0,2000,2000,0,,False,0.167,8.569e-03,,,,,,,,,,
undamped,2000,1000,uniform,32,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.6161,0.6165,0.6208,0.7641,1.0,2000,2000,0,,False,0.004,1.592e-02,,,,,,,,,,
undamped,2000,1000,uniform,32,sampled_npg_reward_only,npg,100,0.97,0.915,0.99,0.9845,0.9879,0.9802,0.9989,0.0,40,30,100,40,False,0.489,3.597e-06,0.4472,0.2513,5.947e+07,2.013e+10,0.2105,0,0.001,1.264e-03,inf,inf
undamped,2000,1000,uniform,32,sampled_npg_logbarrier_handoff,npg,100,0.86,0.779,0.915,0.9751,0.9882,0.9856,0.9984,0.0,1020,1010,100,1020,True,0.019,1.160e-02,0.4472,0.1394,0.5499,2.207e+56,0.018,0,0.001,1.091e-03,5.127e-03,inf
undamped,2000,1000,uniform,32,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.635,0.6392,0.644,0.7789,1.0,2000,2000,0,,False,0.008,1.186e-02,0.4472,0.1373,0.431,0.9305,0.0086,0,0.001,1.077e-03,4.528e-03,1.051e-02
undamped,2000,1000,uniform,128,sampled_pg_reward_only,pg,100,1.0,0.963,1.0,0.9734,0.9734,0.983,0.9861,1.0,2000,2000,0,,False,0.058,2.765e-03,,,,,,,,,,
undamped,2000,1000,uniform,128,sampled_pg_logbarrier_handoff,pg,100,1.0,0.963,1.0,0.957,0.957,0.9712,0.9774,1.0,2000,2000,0,,False,0.008,1.391e-02,,,,,,,,,,
undamped,2000,1000,uniform,128,sampled_pg_logbarrier_fixed,pg,100,0.0,0.0,0.037,0.6158,0.6159,0.6203,0.7636,1.0,2000,2000,0,,False,0.0,1.833e-02,,,,,,,,,,
undamped,2000,1000,uniform,128,sampled_npg_reward_only,npg,100,1.0,0.963,1.0,0.9809,0.9796,0.9705,0.9964,0.0,40,40,100,40,False,0.186,3.863e-03,0.4472,0.2272,9.287,1.448e+38,0.0929,0,0.001,1.058e-03,2.916e-02,inf
undamped,2000,1000,uniform,128,sampled_npg_logbarrier_handoff,npg,100,1.0,0.963,1.0,0.9775,0.9756,0.9677,0.9943,0.0,1020,1020,100,1020,True,0.005,1.532e-02,0.4472,0.1307,0.3414,1.743e+67,0.0053,0,0.001,1.025e-03,1.742e-03,inf
undamped,2000,1000,uniform,128,sampled_npg_logbarrier_fixed,npg,100,0.0,0.0,0.037,0.6212,0.6205,0.6274,0.7672,1.0,2000,2000,0,,False,0.0,1.540e-02,0.4472,0.1287,0.2759,0.6522,0.0001,0,0.001,1.022e-03,1.641e-03,4.107e-03
