target_gradient_ratio,achieved_fisher_gradient_ratio,effective_fisher_beta,elapsed_seconds,fisher_gradient_norm,fisher_loss,fisher_rank,fisher_surrogate,gradient_cosine,gradient_norm,lambda_max,lambda_min,logdet,parameter_count,return,return_std,reward_gradient_norm,reward_loss,target_fisher_gradient_ratio,total_loss,unscaled_fisher_gradient_norm,update
0.2,0.2000000061321508,0.00036060871827011456,436.3422483840259,1.5552036762237549,0.22230919724778986,16,-616.4831463704901,0.6361443400382996,8.847105979919434,1355.8856123381352,1.9519987205210286e-08,-65.32263438860298,16,91.3311848383009,2.078748973385734,7.776018142700195,-1.0628199577331543,0.2,-0.8405107604853644,4312.7177734375,240
0.2,0.20000002241195436,0.0005250679562153523,437.60614632605575,3.404163360595703,0.29846658551087596,16,-568.4342035689992,0.7716855406761169,19.76668930053711,1307.592827414036,2.216643860285557e-08,-65.39118524170858,16,91.90566631312115,2.0131655127069563,17.020814895629883,-3.263700485229492,0.2,-2.965233899718616,6483.28076171875,241
0.2,0.2000000124675449,0.00015899737697762975,438.9052284989739,4.589553356170654,0.11199308651701236,16,-704.3706546980917,-0.8055009245872498,19.442047119140625,1141.6032929494909,1.9379844587723153e-08,-65.67584451148784,16,90.35364405861841,2.2437908950187135,22.947765350341797,-4.831310749053955,0.2,-4.719317662536943,28865.58984375,242
0.2,0.19999999245996317,0.00011512872057505157,440.2035675450461,1.8972207307815552,0.07636689783371423,16,-663.3175236576282,0.3518538177013397,10.307783126831055,1108.1800858811482,2.221160643536212e-08,-65.18255628731042,16,90.99559079284295,2.05607302727572,9.486104011535645,-2.322324275970459,0.2,-2.245957378136745,16479.126953125,243
0.2,0.2000000100190944,0.0002221967233124659,441.5020453929901,1.9037137031555176,0.1619945485668407,16,-729.059124508486,-0.6542036533355713,8.397505760192871,1384.3209481161211,1.9854176655649043e-08,-64.99918590667983,16,90.81338929080877,2.1907551835002925,9.51856803894043,-2.229670524597168,0.2,-2.067675976030327,8567.6943359375,244
0.2,0.2000000046393439,0.0010318544591244247,442.78107229503803,8.222493171691895,0.7024716888085624,16,-680.7856307609907,-0.7723396420478821,35.152099609375,1205.1469787360684,1.7981253388931866e-08,-64.93717156298763,16,90.53011847171621,2.785188425074519,41.112464904785156,-7.997104167938232,0.2,-7.29463247912967,7968.65576171875,245
0.2,0.20000000587508443,0.00044954542187627413,443.9805995429633,6.493008613586426,0.31207399079113923,16,-694.1990188413699,-0.8298391103744507,27.318218231201172,1482.667542915717,1.8175628942410436e-08,-64.60230983438798,16,91.20821927732422,1.9953117734239707,32.46504211425781,-4.860710144042969,0.2,-4.548636153251829,14443.498046875,246
0.2,0.19999999608640254,0.00020079398800167892,445.14954047405627,2.4368226528167725,0.1334411854598314,16,-664.5676336619981,0.8570036888122559,14.327613830566406,1306.2776885523344,2.4306446541113657e-08,-64.20807751857579,16,90.98003669416283,1.851129965037601,12.184113502502441,0.38970136642456055,0.2,0.523142551884392,12135.9345703125,247
0.2,0.19999999576711835,0.0007716175545425646,446.39142414799426,4.506028652191162,0.5995696118805863,16,-777.0295120307717,0.13742776215076447,23.57573699951172,1420.4122246954666,2.2970063862880864e-08,-64.14112111615712,16,90.24953061128356,2.2206414824116454,22.53014373779297,-1.0749752521514893,0.2,-0.47540564027090293,5839.7177734375,248
0.2,0.2,0.001312781885471119,447.65269228594843,6.369821548461914,0.7974843114766523,16,-607.4766267744916,0.2379322052001953,33.933467864990234,1460.646713296032,2.5808195473491508e-08,-62.82575934858757,16,90.85222557821672,2.1712425735138496,31.84910774230957,-3.9796810150146484,0.2,-3.182196703537996,4852.1552734375,249
