run_label,method,seed,finite,learning_rate,final_stochastic_return,final_deterministic_return,final_stochastic_termination_rate,stochastic_return_auc,environment_steps,optimizer_updates,training_episodes,environment_step_return_auc,failure
reward_only,gpomdp_reward_only,1184,True,0.003,-89.4375,-95.03125,1.0,-116.9359375,959090,1000,8000,-157.48070615765985,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1184,True,0.003,-90.25,-81.03125,1.0,-151.407078125,1209430,1000,8000,-211.05392014471693,False
reward_only,gpomdp_reward_only,1185,True,0.003,-84.78125,-78.53125,1.0,-235.20703125,1892089,1000,8000,-371.0942854118517,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1185,True,0.003,-85.46875,-110.03125,1.0,-259.173390625,2085997,1000,8000,-391.84139214965313,False
reward_only,gpomdp_reward_only,1186,True,0.003,-83.40625,-92.625,1.0,-113.2171875,908107,1000,8000,-149.6104885802279,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1186,True,0.003,-82.375,-82.21875,1.0,-144.0373125,1157767,1000,8000,-193.01400848573158,False
reward_only,gpomdp_reward_only,1187,True,0.003,-85.25,-82.25,1.0,-115.55625,960285,1000,8000,-157.54956378510025,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1187,True,0.003,-80.0625,-78.15625,1.0,-154.26509375,1235988,1000,8000,-224.20577029014441,False
reward_only,gpomdp_reward_only,1188,True,0.003,-98.6875,-88.625,0.96875,-111.00859375,878756,1000,8000,-138.07038924200802,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1188,True,0.003,-104.0625,-85.6875,1.0,-157.089734375,1232800,1000,8000,-222.20608042920588,False
reward_only,gpomdp_reward_only,1189,True,0.003,-90.1875,-86.34375,1.0,-109.8390625,896388,1000,8000,-146.25543017853317,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1189,True,0.003,-500.0,-500.0,0.0,-500.0,3999403,1000,8000,-500.0,True
reward_only,gpomdp_reward_only,1190,True,0.003,-87.0625,-80.0625,1.0,-117.1125,943655,1000,8000,-169.92446994664363,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1190,True,0.003,-96.40625,-91.53125,1.0,-155.126140625,1232793,1000,8000,-221.38129432009268,False
reward_only,gpomdp_reward_only,1191,True,0.003,-97.5,-90.71875,1.0,-120.0828125,975828,1000,8000,-178.50520154422705,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1191,True,0.003,-92.125,-84.28125,1.0,-142.02371875,1148371,1000,8000,-185.61477431944903,False
reward_only,gpomdp_reward_only,1192,True,0.003,-90.5,-81.0625,1.0,-253.684375,2023723,1000,8000,-394.3080996015759,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1192,True,0.003,-87.1875,-84.25,1.0,-149.065109375,1195622,1000,8000,-201.80346954085405,False
reward_only,gpomdp_reward_only,1193,True,0.003,-84.34375,-81.125,1.0,-106.09375,840220,1000,8000,-123.03423294271143,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1193,True,0.003,-87.625,-84.8125,1.0,-144.4605,1135161,1000,8000,-185.84953451812123,False
reward_only,gpomdp_reward_only,1194,True,0.003,-83.125,-96.75,1.0,-107.45859375,859247,1000,8000,-132.33609464158735,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1194,True,0.003,-86.3125,-82.59375,1.0,-144.27403125,1158548,1000,8000,-190.24925836585967,False
reward_only,gpomdp_reward_only,1195,True,0.003,-89.34375,-85.9375,1.0,-112.45859375,889050,1000,8000,-145.55312394550361,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1195,True,0.003,-85.5625,-83.53125,1.0,-147.63246875,1183045,1000,8000,-205.37696455439144,False
reward_only,gpomdp_reward_only,1196,True,0.003,-500.0,-500.0,0.0,-500.0,3999894,1000,8000,-500.0,True
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1196,True,0.003,-96.625,-84.71875,0.96875,-249.340625,2009364,1000,8000,-381.4934619082207,False
reward_only,gpomdp_reward_only,1197,True,0.003,-93.3125,-83.3125,1.0,-128.0,1021869,1000,8000,-201.3921049169463,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1197,True,0.003,-82.40625,-82.1875,1.0,-183.32846875,1489136,1000,8000,-306.84477782964416,False
reward_only,gpomdp_reward_only,1198,True,0.003,-85.75,-110.6875,1.0,-271.1078125,2184557,1000,8000,-408.01348177370744,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1198,True,0.003,-83.9375,-85.875,1.0,-204.54671875,1646833,1000,8000,-341.0914652168738,False
reward_only,gpomdp_reward_only,1199,True,0.003,-87.8125,-93.78125,1.0,-155.6796875,1255316,1000,8000,-261.66071044312747,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1199,True,0.003,-87.90625,-94.25,1.0,-213.403453125,1712465,1000,8000,-352.9558435683357,False
reward_only,gpomdp_reward_only,1200,True,0.003,-83.9375,-83.8125,1.0,-110.16796875,878365,1000,8000,-138.8737816497128,False
logbarrier_handoff_h25,gpomdp_logbarrier_handoff,1200,True,0.003,-90.25,-84.3125,1.0,-143.567296875,1191859,1000,8000,-190.78413717824424,False
