experiment,method,initialization,n,beta,alpha,n_seeds,reward_noise_std,center_returns,normalize_returns,metric,mean,ci_lower,ci_upper,finite_fraction
main,uniform_action_oracle,uniform,32,0.1,0.05,100,0.0,0,0,q,0.8346261648139245,0.8338194285030315,0.8354329011248175,1.0
main,uniform_action_oracle,uniform,32,0.1,0.05,100,0.0,0,0,pi1_a0,0.8727010143635348,0.8724456008781745,0.872956427848895,1.0
main,uniform_action_oracle,uniform,32,0.1,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,uniform_action_oracle,uniform,32,0.1,0.05,100,0.0,0,0,empirical_fisher_rank,3.97,3.935981273696916,4.004018726303084,1.0
main,visitation_only_oracle,uniform,32,0.1,0.05,100,0.0,0,0,population_return,0.9749952918293063,0.97495205571311,0.9750385279455026,1.0
main,visitation_only_oracle,uniform,32,0.1,0.05,100,0.0,0,0,q,0.9845326499177167,0.9844833337037937,0.9845819661316397,1.0
main,visitation_only_oracle,uniform,32,0.1,0.05,100,0.0,0,0,pi1_a0,0.9868538666241767,0.9868347205740717,0.9868730126742817,1.0
main,visitation_only_oracle,uniform,32,0.1,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,visitation_only_oracle,uniform,32,0.1,0.05,100,0.0,0,0,empirical_fisher_rank,2.88,2.7439250947876643,3.0160749052123355,1.0
main,full_pooled_fisher_oracle,uniform,32,0.1,0.05,100,0.0,0,0,population_return,0.7950033669749196,0.7944892050079486,0.7955175289418905,1.0
main,full_pooled_fisher_oracle,uniform,32,0.1,0.05,100,0.0,0,0,q,0.8382277660128981,0.837442665453482,0.8390128665723141,1.0
main,full_pooled_fisher_oracle,uniform,32,0.1,0.05,100,0.0,0,0,pi1_a0,0.8735112184907772,0.8732535766579689,0.8737688603235855,1.0
main,full_pooled_fisher_oracle,uniform,32,0.1,0.05,100,0.0,0,0,zero_s1,0.0,0.0,0.0,1.0
main,full_pooled_fisher_oracle,uniform,32,0.1,0.05,100,0.0,0,0,empirical_fisher_rank,3.97,3.935981273696916,4.004018726303084,1.0
main,detached_conditional_sampled,uniform,32,0.1,0.05,100,0.0,0,0,population_return,0.7936603964070105,0.7931476846734178,0.7941731081406032,1.0
