configuration,algorithm,run,failed,failure_step,final_modal_action_correct,final_optimal_probability,final_expected_reward,final_expected_pseudo_regret,final_cumulative_pseudo_regret,final_minimum_probability,final_normalized_log_fisher_volume,final_entropy,final_numerically_collapsed
K0010_alpha0p01,sgb,30,0,-1,1,0.9912361675999269,0.996387208875328,0.0036127911246720545,1739.1050045998747,0.00023783988958783826,-4.514248445412472,0.06307062098620815,0.0
K0010_alpha0p01,sgb,31,0,-1,1,0.9925145766652954,0.9957075149755665,0.004292485024433468,1465.5080492279737,0.0002445944936173306,-4.450052709262295,0.057036315511783404,0.0
K0010_alpha0p01,sgb,32,0,-1,1,0.980366454075032,0.9949141810677671,0.005085818932232922,1689.264130930214,0.00039735235122741267,-3.7882456043223467,0.12453280441045575,0.0
K0010_alpha0p01,sgb,33,0,-1,1,0.9840514601908058,0.9956435069845415,0.004356493015458485,1502.1998858907743,0.0002780836878627463,-3.8525569862467846,0.1106299336039706,0.0
K0010_alpha0p01,sgb,34,0,-1,1,0.9935869906921827,0.9968330419927302,0.003166958007269849,1557.9554899859625,0.00018664970702558727,-4.609573202397654,0.04981448427073594,0.0
K0010_alpha0p01,sgb,35,0,-1,1,0.9925906084663952,0.9961724379701381,0.0038275620298618973,1434.5372067152207,0.00025068792761578056,-4.338102865169148,0.05800627209091858,0.0
K0010_alpha0p01,sgb,36,0,-1,1,0.9872369836134568,0.9953366207747328,0.004663379225267161,1604.3328867103326,0.00026832859802372827,-4.093353037247734,0.0898926879874595,0.0
K0010_alpha0p01,sgb,37,0,-1,1,0.9918811138328075,0.9963366544089673,0.0036633455910326518,1579.9674100256568,0.0002489332114260554,-4.4015472734990055,0.060782686818457034,0.0
K0010_alpha0p01,sgb,38,0,-1,1,0.9949473874804207,0.9960889916382083,0.003911008361791701,1404.6533864186872,0.0002370031490843773,-4.686588596846055,0.04115764379843105,0.0
K0010_alpha0p01,sgb,39,0,-1,1,0.9925034098901099,0.9961903142841766,0.0038096857158234076,1463.8143149807256,0.00025744959711804027,-4.371499340095151,0.05808106431351431,0.0
K0010_alpha0p01,sgb,40,0,-1,1,0.9940825415762359,0.9961858503446319,0.003814149655368082,1399.9392931121195,0.0002287071481493928,-4.604962751809437,0.04682802822948809,0.0
K0010_alpha0p01,sgb,41,0,-1,1,0.9863965309758617,0.9950188212307617,0.004981178769238315,1447.9571015565255,0.00034402206151445405,-4.009332767445788,0.0939835909654844,0.0
K0010_alpha0p01,sgb,42,0,-1,1,0.979296470219515,0.994821930345271,0.005178069654729001,1749.633190526402,0.0002781988897843698,-3.9432509291848836,0.1304610729964245,0.0
K0010_alpha0p01,sgb,43,0,-1,1,0.9915955067878691,0.9955628790445414,0.004437120955458562,1589.1728318390867,0.0002483485810763436,-4.5317369342483165,0.0606561885244887,0.0
